Date,Open,High,Low,Close,Adj Close,Volume
2023-11-06,89.7699966430664,90.00650024414062,89.7699966430664,89.77449798583984,89.77449798583984,9707
2023-11-07,89.9375,89.9375,89.9375,89.9375,89.9375,709
2023-11-08,90.05249786376953,90.05249786376953,90.05249786376953,90.05249786376953,90.05249786376953,362
2023-11-09,89.65499877929688,89.65499877929688,89.65499877929688,89.65499877929688,89.65499877929688,3
2023-11-10,89.71499633789062,89.71499633789062,89.71499633789062,89.71499633789062,89.71499633789062,4
2023-11-13,89.72000122070312,89.72000122070312,89.72000122070312,89.72000122070312,89.72000122070312,3
2023-11-14,90.3667984008789,90.47989654541016,90.3667984008789,90.47989654541016,90.47989654541016,1604
2023-11-15,90.1500015258789,90.1500015258789,90.1500015258789,90.1500015258789,90.1500015258789,10
2023-11-16,90.44999694824219,90.4717025756836,90.44999694824219,90.4717025756836,90.4717025756836,966
2023-11-17,90.48999786376953,90.48999786376953,90.48999786376953,90.48999786376953,90.48999786376953,6
2023-11-20,90.4469985961914,90.56999969482422,90.37120056152344,90.55999755859375,90.55999755859375,1147
2023-11-21,90.66999816894531,90.66999816894531,90.62329864501953,90.62329864501953,90.62329864501953,6985
2023-11-22,90.62000274658203,90.64749908447266,90.62000274658203,90.64749908447266,90.64749908447266,712
2023-11-24,90.4000015258789,90.47309875488281,90.4000015258789,90.47309875488281,90.47309875488281,805
2023-11-27,90.59709930419922,90.76499938964844,90.59709930419922,90.76499938964844,90.76499938964844,4004
2023-11-28,90.72989654541016,91.03350067138672,90.72989654541016,91.03350067138672,91.03350067138672,208
2023-11-29,91.25,91.3499984741211,91.19000244140625,91.33260345458984,91.33260345458984,1804
2023-11-30,91.18000030517578,91.18000030517578,91.01000213623047,91.08000183105469,91.08000183105469,1812
2023-12-01,91.60440063476562,91.60440063476562,91.60440063476562,91.60440063476562,91.60440063476562,10
2023-12-04,91.4104995727539,91.4104995727539,91.4104995727539,91.4104995727539,91.4104995727539,34
2023-12-05,91.65750122070312,91.65950012207031,91.65750122070312,91.65950012207031,91.65950012207031,416
2023-12-06,91.71029663085938,91.77639770507812,91.69999694824219,91.77639770507812,91.77639770507812,1280
2023-12-07,91.92829895019531,91.92829895019531,91.7699966430664,91.79190063476562,91.79190063476562,1269
2023-12-08,91.45500183105469,91.45500183105469,91.45500183105469,91.45500183105469,91.45500183105469,8
2023-12-11,91.27130126953125,91.48999786376953,91.27130126953125,91.44029998779297,91.44029998779297,1678
2023-12-12,91.5000991821289,91.56880187988281,91.5000991821289,91.56880187988281,91.56880187988281,558
2023-12-13,91.7300033569336,92.35310363769531,91.7300033569336,92.35310363769531,92.35310363769531,4966
2023-12-14,92.6957015991211,92.83999633789062,92.66000366210938,92.7300033569336,92.7300033569336,1066
2023-12-15,92.65509796142578,92.65509796142578,92.65509796142578,92.65509796142578,92.65509796142578,12
2023-12-18,92.618896484375,92.618896484375,92.5199966430664,92.56999969482422,92.56999969482422,1133
2023-12-19,92.58000183105469,92.63359832763672,92.58000183105469,92.63359832763672,92.63359832763672,589
2023-12-20,92.79000091552734,92.87259674072266,92.79000091552734,92.87259674072266,92.87259674072266,638
2023-12-21,92.93720245361328,92.94999694824219,92.83000183105469,92.8550033569336,92.8550033569336,678
2023-12-22,92.84989929199219,92.9093017578125,92.81310272216797,92.86859893798828,92.86859893798828,1693
2023-12-26,92.86609649658203,92.86609649658203,92.86609649658203,92.86609649658203,92.86609649658203,134
