Date,Open,High,Low,Close,Adj Close,Volume
2023-06-27,91.56490325927734,91.56490325927734,91.56490325927734,91.56490325927734,90.45169830322266,6
2023-06-28,91.60189819335938,91.60189819335938,91.60189819335938,91.60189819335938,90.65530395507812,8
2023-06-29,91.15969848632812,91.15969848632812,91.15969848632812,91.15969848632812,90.2176742553711,30
2023-06-30,91.27189636230469,91.27189636230469,91.27189636230469,91.27189636230469,90.3287124633789,78
2023-07-03,91.12000274658203,91.12000274658203,91.12000274658203,91.12000274658203,90.17839050292969,114
2023-07-05,90.91529846191406,90.91529846191406,90.91529846191406,90.91529846191406,89.97579956054688,14
2023-07-06,90.5697021484375,90.57109832763672,90.5697021484375,90.57109832763672,89.6351547241211,365
2023-07-07,90.6050033569336,90.6050033569336,90.6050033569336,90.6050033569336,89.66870880126953,5
2023-07-10,90.88629913330078,90.88629913330078,90.88629913330078,90.88629913330078,89.94709777832031,7
2023-07-11,90.98989868164062,90.98989868164062,90.94920349121094,90.94999694824219,90.01013946533203,2623
2023-07-12,91.31999969482422,91.5199966430664,91.31999969482422,91.44539642333984,90.50041961669922,9504
2023-07-13,91.9010009765625,91.91000366210938,91.87999725341797,91.87999725341797,90.93052673339844,6518
2023-07-14,91.70999908447266,91.72989654541016,91.70999908447266,91.71700286865234,90.76921844482422,57723
2023-07-17,91.58000183105469,91.65409851074219,91.58000183105469,91.65409851074219,90.70696258544922,24002
2023-07-18,91.86990356445312,91.86990356445312,91.69529724121094,91.69529724121094,90.74774169921875,1602
2023-07-19,91.83000183105469,91.83599853515625,91.83000183105469,91.83399963378906,90.885009765625,241
2023-07-20,91.41500091552734,91.51419830322266,91.41500091552734,91.51419830322266,90.56851196289062,5118
2023-07-21,91.56500244140625,91.56500244140625,91.55419921875,91.55419921875,90.60810089111328,187
2023-07-24,91.65630340576172,91.65630340576172,91.41739654541016,91.41739654541016,90.47270965576172,703
2023-07-25,91.32990264892578,91.3447036743164,91.32990264892578,91.3447036743164,90.40076446533203,282
2023-07-26,91.31999969482422,91.47000122070312,91.31999969482422,91.47000122070312,90.52477264404297,370
2023-07-27,91.26000213623047,91.29000091552734,91.05899810791016,91.0947036743164,90.15335083007812,35551
2023-07-28,91.24980163574219,91.30000305175781,91.24500274658203,91.30000305175781,90.35652923583984,2170
2023-07-31,91.3936996459961,91.44999694824219,91.30999755859375,91.34750366210938,90.4035415649414,6198
2023-08-01,91.11799621582031,91.11799621582031,91.11799621582031,91.11799621582031,90.17640686035156,7
2023-08-02,91.05290222167969,91.05290222167969,91.05290222167969,91.05290222167969,90.11198425292969,48
2023-08-03,90.84100341796875,90.84100341796875,90.62999725341797,90.8062973022461,89.86792755126953,19669
2023-08-04,91.05999755859375,91.32530212402344,91.05999755859375,91.32530212402344,90.3815689086914,1528
2023-08-07,91.26499938964844,91.29000091552734,91.25550079345703,91.25550079345703,90.31248474121094,2623
2023-08-08,91.4489974975586,91.4489974975586,91.42769622802734,91.42769622802734,90.48290252685547,240
2023-08-09,91.4010009765625,91.41510009765625,91.4010009765625,91.41510009765625,90.4704360961914,612
2023-08-10,91.43990325927734,91.45989990234375,91.13459777832031,91.13459777832031,90.19283294677734,1146
2023-08-11,90.93000030517578,90.93000030517578,90.86270141601562,90.86270141601562,89.92374420166016,283
2023-08-14,90.75479888916016,90.75479888916016,90.75479888916016,90.75479888916016,89.81695556640625,2
2023-08-15,90.69999694824219,90.69999694824219,90.69999694824219,90.69999694824219,89.76272583007812,2
2023-08-16,90.80000305175781,90.80000305175781,90.5458984375,90.5458984375,89.61021423339844,102
2023-08-17,90.52899932861328,90.55490112304688,90.52899932861328,90.55490112304688,89.61912536621094,468
2023-08-18,90.66929626464844,90.66929626464844,90.66929626464844,90.66929626464844,89.73233795166016,3
2023-08-21,90.43990325927734,90.43990325927734,90.4000015258789,90.40740203857422,89.47315216064453,663
2023-08-22,90.3936996459961,90.3936996459961,90.3936996459961,90.3936996459961,89.4595947265625,3
2023-08-23,90.84989929199219,90.84989929199219,90.84989929199219,90.84989929199219,89.91107940673828,2
2023-08-24,90.73410034179688,90.73410034179688,90.73410034179688,90.73410034179688,89.79647064208984,3
2023-08-25,90.65139770507812,90.65139770507812,90.65139770507812,90.65139770507812,89.71463012695312,10
2023-08-28,90.743896484375,90.79550170898438,90.743896484375,90.79550170898438,89.85723876953125,286
2023-08-29,91.01000213623047,91.16999816894531,91.01000213623047,91.16999816894531,90.22786712646484,2141
2023-08-30,91.14689636230469,91.14689636230469,91.14689636230469,91.14689636230469,90.20500183105469,3
2023-08-31,91.29000091552734,91.29720306396484,91.29000091552734,91.29720306396484,90.353759765625,752
2023-09-01,91.08679962158203,91.08679962158203,91.08679962158203,91.08679962158203,90.1455307006836,2
2023-09-05,90.90550231933594,90.90550231933594,90.83000183105469,90.83000183105469,89.89138793945312,754
2023-09-06,90.83999633789062,90.83999633789062,90.65180206298828,90.65180206298828,89.71502685546875,518
2023-09-07,90.8687973022461,90.8687973022461,90.8687973022461,90.8687973022461,89.92977905273438,6
2023-09-08,90.87999725341797,90.89089965820312,90.8499984741211,90.8635025024414,89.9245376586914,404
2023-09-11,90.82499694824219,90.82499694824219,90.82499694824219,90.82499694824219,89.88642883300781,13
2023-09-12,90.80000305175781,90.82499694824219,90.80000305175781,90.82499694824219,89.88642883300781,471
2023-09-13,90.90509796142578,90.90509796142578,90.90509796142578,90.90509796142578,89.96570587158203,158
2023-09-14,90.84839630126953,90.84839630126953,90.84839630126953,90.84839630126953,89.90959167480469,2
2023-09-15,90.74759674072266,90.74759674072266,90.74759674072266,90.74759674072266,89.80982971191406,6
2023-09-18,90.75,90.75,90.75,90.75,89.81221008300781,15
2023-09-19,90.57679748535156,90.57679748535156,90.57679748535156,90.57679748535156,89.64080047607422,2
2023-09-20,90.55999755859375,90.55999755859375,90.5062026977539,90.5062026977539,89.57093048095703,240
2023-09-21,90.29789733886719,90.33989715576172,90.29789733886719,90.3125991821289,89.37932586669922,1054
2023-09-22,90.44999694824219,90.48359680175781,90.44000244140625,90.48359680175781,89.5485610961914,452
2023-09-25,90.25070190429688,90.25070190429688,90.25070190429688,90.25070190429688,89.31806945800781,11
2023-09-26,90.25990295410156,90.25990295410156,90.22969818115234,90.22969818115234,89.29728698730469,113
2023-09-27,89.08560180664062,89.08560180664062,89.08560180664062,89.08560180664062,89.08560180664062,1
2023-09-28,89.04499816894531,89.29219818115234,89.04499816894531,89.29219818115234,89.29219818115234,2347
2023-09-29,89.37000274658203,89.37000274658203,89.29460144042969,89.29460144042969,89.29460144042969,289
2023-10-02,88.95850372314453,88.95850372314453,88.95850372314453,88.95850372314453,88.95850372314453,20
2023-10-03,88.67500305175781,88.67500305175781,88.67500305175781,88.67500305175781,88.67500305175781,3
2023-10-04,88.97000122070312,88.97000122070312,88.97000122070312,88.97000122070312,88.97000122070312,2
2023-10-05,89.06999969482422,89.06999969482422,89.06999969482422,89.06999969482422,89.06999969482422,128
2023-10-06,88.90670013427734,88.90670013427734,88.88970184326172,88.88970184326172,88.88970184326172,156
2023-10-09,89.42839813232422,89.42839813232422,89.42839813232422,89.42839813232422,89.42839813232422,3
2023-10-10,89.3550033569336,89.3550033569336,89.3550033569336,89.3550033569336,89.3550033569336,4
2023-10-11,89.4480972290039,89.4480972290039,89.4480972290039,89.4480972290039,89.4480972290039,78
2023-10-12,89.15010070800781,89.15010070800781,89.15010070800781,89.15010070800781,89.15010070800781,16
2023-10-13,89.3499984741211,89.3499984741211,89.3499984741211,89.3499984741211,89.3499984741211,64
2023-10-16,89.05999755859375,89.1449966430664,89.05999755859375,89.1449966430664,89.1449966430664,343
2023-10-17,88.69000244140625,88.69000244140625,88.69000244140625,88.69000244140625,88.69000244140625,144
2023-10-18,88.49410247802734,88.49410247802734,88.49410247802734,88.49410247802734,88.49410247802734,3
2023-10-19,88.43049621582031,88.43049621582031,88.43049621582031,88.43049621582031,88.43049621582031,100
2023-10-20,88.69999694824219,88.69999694824219,88.61000061035156,88.69409942626953,88.69409942626953,328
2023-10-23,88.88140106201172,88.88140106201172,88.88140106201172,88.88140106201172,88.88140106201172,17
2023-10-24,88.93699645996094,88.93699645996094,88.93699645996094,88.93699645996094,88.93699645996094,80
2023-10-25,88.63500213623047,88.63500213623047,88.63500213623047,88.63500213623047,88.63500213623047,6
2023-10-26,88.96499633789062,88.97440338134766,88.96499633789062,88.97440338134766,88.97440338134766,256
2023-10-27,89.0698013305664,89.0698013305664,89.0698013305664,89.0698013305664,89.0698013305664,2
2023-10-30,88.91549682617188,88.93000030517578,88.91549682617188,88.93000030517578,88.93000030517578,293
2023-10-31,88.9000015258789,88.96890258789062,88.89749908447266,88.89749908447266,88.89749908447266,959
2023-11-01,89.20950317382812,89.36920166015625,89.18730163574219,89.36920166015625,89.36920166015625,1096
2023-11-02,89.58450317382812,89.5999984741211,89.5199966430664,89.57460021972656,89.57460021972656,1369
2023-11-03,90.02999877929688,90.11000061035156,90.01499938964844,90.01499938964844,90.01499938964844,3165
